LIFe Code,GN Code,Name in Sinhala,Name in Tamil,Name in English,MPA Code,Province,Province No,Province Sinhala,Province Tamil,Province English,District,Province No,Province Sinhala,Province Tamil,Province English,Divisional Secretariat,Province No,Province Sinhala,Province Tamil,Province English
8-2-30-020,020,_________,___________,Hambegamuwa,149,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-025,025,_________ _____,___________ ______,Hambegamuwa Colony,149/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-030,030,___________ _______,___________ _________,Kahakurullan Pelessa,149/2,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-035,035,_____,_______,Mahawewa,148A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-040,040,_______,_____ __,Suriya Ara,148,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-045,045,_____,_____,Usgala,148B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-050,050,______,_________,Nikawewa,147B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-055,055,______,______,Bodagama,147D,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-060,060,______ __,______ __,Kivul Ara,147C,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-065,065,_______,_______,Sittarama,147,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-30-070,070,_________,_________,Sienukkuwa,147A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,30: ________/ ________/ Thanamalvila,30,________,________,Thanamalvila
8-2-33-005,005,________,__________,Katupilagama,149A,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-010,010,________,_________,Habaraluwewa,149E,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-015,015,_______,_______,Samagipura,149G,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-020,020,______,_______,Weliara,149G/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-025,025,________,__________,Punchiwewa,149G/2,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-030,030,_____________,____ __________,Kiriibbanwewa,149E/2,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-035,035,______,_______,Sevanagala,149E/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-040,040,__________,____________,Muthuminigama,149/A/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-045,045,______,______,Bahirawa,149/B/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-050,050,_____________,____________________,Indikolapelessa,149/B/2,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-055,055,______,______,Habarugala,149F,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-060,060,_________,__________,Nugegalayaya,149F/1,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-065,065,____,____,Mahagama,149B,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
8-2-33-070,070,__________,__________,Habarattawela,149/B/3,8: __/ ___/ Uva,8,__,___,Uva,2: _______/ ___________/ Moneragala,2,_______,___________,Moneragala,33: ______/ _______/ Sevanagala,33,______,_______,Sevanagala
9-1-03-005,005,_____________,_____________,Divurumpitiya,137B,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-010,010,_________,_________,Hewainna,139B,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-015,015,_______ ________,_______ _______,Kalatuwawa East,139A,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-020,020,________,__________,Getahetta,137C,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-025,025,_____,_____,Walavita,137,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-030,030,_______,_______,Meennana,137A,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-035,035,_______ _____,_______ _____,Bopetta Didda,137E,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-040,040,______,______,Thoranakada,136C,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-045,045,______,______,Ganegoda,138B,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-050,050,__________,__________,Iddamalgoda,138,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-055,055,________,________,Huladduwa,138D,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-060,060,_______ _____,_______ ______,Kalatuwawa West,139,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-065,065,_____,_____,Uduwaka,138C,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-070,070,______,______,Napawala,138A,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-075,075,_________,___________,Pelpitiya,136E,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-080,080,_______,_______,Udumatta,136F,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-085,085,_______,_______,Vilegoda,136B,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-090,090,_______   ________,_______ _______,Vilegoda East,137D,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-095,095,_____________,___________ ____,Eheliyagoda Watta,126D,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-100,100,_______  ____,_______ ______,Asgangula North,126B,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-105,105,_________ _____,_________ _____,Kendagamuwa Ihalagama,136,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-110,110,_____,_____,Moragala,136D,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-115,115,___________,___________,Bulugahapitiya,141,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-120,120,________,________,Yakudagoda,136G,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-125,125,___________,_________,Kandangamuwa,136A,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-130,130,_______  ____,_______ ______,Asgangula South,126C,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-135,135,____,____,Mahara,126,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-140,140,________,________,Mahingoda,126A,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-145,145,_______,_______,Nakandala,140B,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-150,150,_______,________,Viyalagoda,140A,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-155,155,________________,_________ _____,Kendangamuwa Pahalagama,140,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-160,160,_____,_____,Paligala,141B,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-165,165,____________,____________,Miyanakolathenna,141C,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-170,170,_______,_________,Mitipola,142B,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-175,175,_____,_____,Mapota,143C,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-180,180,____ ____,____ ______,Karandana North,143,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-185,185,_________,_________,Kiriporuwa,142,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-190,190,______,______,Nedurana,141A,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-195,195,______,______,Erepola,142C,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-200,200,___________,___________,Sirisamanpura,144,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-205,205,_______,_______,Nugadanda,143B,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-210,210,____ _____,___ ______,Karandana West,143D,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-215,215,____ ____,_____ ______,Karandana South,143A,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-03-220,220,_________,_________,Hindurangala,142A,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,3: _________/ ___________/ Eheliyagoda,3,_________,___________,Eheliyagoda
9-1-06-005,005,_______ ____,______ ____,Amuhenkanda,146A,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,6: _______/ _______/ Kuruvita,6,_______,_______,Kuruvita
9-1-06-010,010,________ _____,________ ______,Pathberiya West,127B,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,6: _______/ _______/ Kuruvita,6,_______,_______,Kuruvita
9-1-06-015,015,________,________ ______,Pathberiya,127,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,6: _______/ _______/ Kuruvita,6,_______,_______,Kuruvita
9-1-06-020,020,___________,___________,Meneripitiya,127C,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,6: _______/ _______/ Kuruvita,6,_______,_______,Kuruvita
9-1-06-025,025,______,______,Parakaduwa,127A,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,6: _______/ _______/ Kuruvita,6,_______,_______,Kuruvita
9-1-06-030,030,________,________,Bodhimaluwa,146B,9: _______/ _______/ Sabaragamuwa,9,_______,_______,Sabaragamuwa,1: _______/ ___________/ Ratnapura,1,_______,___________,Ratnapura,6: _______/ _______/ Kuruvita,6,_______,_______,Kuruvita
